57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57630.0, {'gneJ207': -0.04910714}, {'gneJ207': 1}, {'gneJ207': 2}, 
57640.0, {'gneJ207': -0.08928572}, {'gneJ207': 1}, {'gneJ207': 1}, 
57650.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57660.0, {'gneJ207': -0.02232143}, {'gneJ207': 1}, {'gneJ207': 2}, 
57670.0, {'gneJ207': -0.14732143}, {'gneJ207': 2}, {'gneJ207': 3}, 
57680.0, {'gneJ207': -0.30357143}, {'gneJ207': 3}, {'gneJ207': 4}, 
57690.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57700.0, {'gneJ207': -0.071428575}, {'gneJ207': 2}, {'gneJ207': 4}, 
57710.0, {'gneJ207': -0.25}, {'gneJ207': 2}, {'gneJ207': 4}, 
57720.0, {'gneJ207': -0.4732143}, {'gneJ207': 2}, {'gneJ207': 7}, 
57730.0, {'gneJ207': -0.1875}, {'gneJ207': 2}, {'gneJ207': 2}, 
57740.0, {'gneJ207': -0.29017857}, {'gneJ207': 2}, {'gneJ207': 3}, 
57750.0, {'gneJ207': -0.21875}, {'gneJ207': 1}, {'gneJ207': 4}, 
57760.0, {'gneJ207': -0.36160713}, {'gneJ207': 1}, {'gneJ207': 4}, 
57770.0, {'gneJ207': -0.53571427}, {'gneJ207': 3}, {'gneJ207': 6}, 
57780.0, {'gneJ207': -0.5714286}, {'gneJ207': 3}, {'gneJ207': 7}, 
57790.0, {'gneJ207': -0.83928573}, {'gneJ207': 3}, {'gneJ207': 7}, 
57800.0, {'gneJ207': -1.1339285}, {'gneJ207': 4}, {'gneJ207': 8}, 
57810.0, {'gneJ207': -1.4285715}, {'gneJ207': 4}, {'gneJ207': 7}, 
57820.0, {'gneJ207': -1.7767857}, {'gneJ207': 5}, {'gneJ207': 9}, 
57830.0, {'gneJ207': -2.200893}, {'gneJ207': 5}, {'gneJ207': 11}, 
57840.0, {'gneJ207': -2.7142856}, {'gneJ207': 7}, {'gneJ207': 13}, 
57850.0, {'gneJ207': -3.294643}, {'gneJ207': 7}, {'gneJ207': 13}, 
57860.0, {'gneJ207': -3.9107144}, {'gneJ207': 7}, {'gneJ207': 14}, 
57870.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 13}, 
57880.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 13}, 
57890.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 13}, 
57900.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 13}, 
57910.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 13}, 
57920.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 13}, 
57930.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 13}, 
57940.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 13}, 
57950.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 13}, 
57960.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 13}, 
57970.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 13}, 
57980.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 13}, 
57990.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 13}, 
58000.0, {'gneJ207': -4.0}, {'gneJ207': 4}, {'gneJ207': 9}, 
58010.0, {'gneJ207': -4.0}, {'gneJ207': 4}, {'gneJ207': 9}, 
58020.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 11}, 
58030.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 11}, 
58040.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 11}, 
58050.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 11}, 
58060.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 11}, 
58070.0, {'gneJ207': -2.125}, {'gneJ207': 4}, {'gneJ207': 6}, 
58080.0, {'gneJ207': -2.3169644}, {'gneJ207': 4}, {'gneJ207': 5}, 
58090.0, {'gneJ207': -0.36607143}, {'gneJ207': 2}, {'gneJ207': 3}, 
58100.0, {'gneJ207': -0.125}, {'gneJ207': 3}, {'gneJ207': 6}, 
58110.0, {'gneJ207': -0.32142857}, {'gneJ207': 6}, {'gneJ207': 8}, 
58120.0, {'gneJ207': -0.61160713}, {'gneJ207': 7}, {'gneJ207': 9}, 
58130.0, {'gneJ207': -1.0267857}, {'gneJ207': 7}, {'gneJ207': 10}, 
58140.0, {'gneJ207': -0.58928573}, {'gneJ207': 4}, {'gneJ207': 5}, 
58150.0, {'gneJ207': -0.82589287}, {'gneJ207': 4}, {'gneJ207': 8}, 
58160.0, {'gneJ207': -1.34375}, {'gneJ207': 7}, {'gneJ207': 13}, 
58170.0, {'gneJ207': -1.9241072}, {'gneJ207': 7}, {'gneJ207': 13}, 
58180.0, {'gneJ207': -2.5044644}, {'gneJ207': 7}, {'gneJ207': 13}, 
58190.0, {'gneJ207': -3.107143}, {'gneJ207': 7}, {'gneJ207': 14}, 
58200.0, {'gneJ207': -3.6651785}, {'gneJ207': 7}, {'gneJ207': 13}, 
58210.0, {'gneJ207': -2.0}, {'gneJ207': 4}, {'gneJ207': 8}, 
58220.0, {'gneJ207': -2.3214285}, {'gneJ207': 4}, {'gneJ207': 8}, 
58230.0, {'gneJ207': -2.7544644}, {'gneJ207': 7}, {'gneJ207': 13}, 
