57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57630.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57640.0, {'gneJ207': -0.013392857}, {'gneJ207': 1}, {'gneJ207': 1}, 
57650.0, {'gneJ207': -0.11160714}, {'gneJ207': 2}, {'gneJ207': 6}, 
57660.0, {'gneJ207': -0.20982143}, {'gneJ207': 3}, {'gneJ207': 6}, 
57670.0, {'gneJ207': -0.44642857}, {'gneJ207': 3}, {'gneJ207': 6}, 
57680.0, {'gneJ207': -0.90625}, {'gneJ207': 4}, {'gneJ207': 14}, 
57690.0, {'gneJ207': -0.4017857}, {'gneJ207': 3}, {'gneJ207': 7}, 
57700.0, {'gneJ207': -0.53125}, {'gneJ207': 4}, {'gneJ207': 9}, 
57710.0, {'gneJ207': -0.25}, {'gneJ207': 2}, {'gneJ207': 4}, 
57720.0, {'gneJ207': -0.35267857}, {'gneJ207': 5}, {'gneJ207': 5}, 
57730.0, {'gneJ207': -0.23214285}, {'gneJ207': 4}, {'gneJ207': 5}, 
57740.0, {'gneJ207': -0.16964285}, {'gneJ207': 4}, {'gneJ207': 5}, 
57750.0, {'gneJ207': -0.22321428}, {'gneJ207': 2}, {'gneJ207': 5}, 
57760.0, {'gneJ207': -0.09375}, {'gneJ207': 1}, {'gneJ207': 1}, 
57770.0, {'gneJ207': -0.17857143}, {'gneJ207': 1}, {'gneJ207': 3}, 
57780.0, {'gneJ207': -0.19196428}, {'gneJ207': 1}, {'gneJ207': 2}, 
57790.0, {'gneJ207': -0.36607143}, {'gneJ207': 6}, {'gneJ207': 7}, 
57800.0, {'gneJ207': -0.4955357}, {'gneJ207': 11}, {'gneJ207': 12}, 
57810.0, {'gneJ207': -1.03125}, {'gneJ207': 11}, {'gneJ207': 12}, 
57820.0, {'gneJ207': -1.1160715}, {'gneJ207': 9}, {'gneJ207': 11}, 
57830.0, {'gneJ207': -1.09375}, {'gneJ207': 6}, {'gneJ207': 9}, 
57840.0, {'gneJ207': -0.9464286}, {'gneJ207': 3}, {'gneJ207': 9}, 
57850.0, {'gneJ207': -0.93303573}, {'gneJ207': 4}, {'gneJ207': 9}, 
57860.0, {'gneJ207': -1.25}, {'gneJ207': 7}, {'gneJ207': 11}, 
