57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': -0.004464286}, {'gneJ207': 1}, {'gneJ207': 1}, 
57630.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57640.0, {'gneJ207': -0.013392857}, {'gneJ207': 1}, {'gneJ207': 1}, 
57650.0, {'gneJ207': -0.035714287}, {'gneJ207': 1}, {'gneJ207': 2}, 
57660.0, {'gneJ207': -0.17857143}, {'gneJ207': 3}, {'gneJ207': 6}, 
57670.0, {'gneJ207': -0.53571427}, {'gneJ207': 3}, {'gneJ207': 10}, 
57680.0, {'gneJ207': -1.125}, {'gneJ207': 5}, {'gneJ207': 16}, 
57690.0, {'gneJ207': -0.5223214}, {'gneJ207': 4}, {'gneJ207': 8}, 
57700.0, {'gneJ207': -0.9285714}, {'gneJ207': 7}, {'gneJ207': 14}, 
57710.0, {'gneJ207': -1.6964285}, {'gneJ207': 11}, {'gneJ207': 20}, 
57720.0, {'gneJ207': -1.3839285}, {'gneJ207': 16}, {'gneJ207': 22}, 
57730.0, {'gneJ207': -2.4375}, {'gneJ207': 16}, {'gneJ207': 27}, 
57740.0, {'gneJ207': -3.669643}, {'gneJ207': 16}, {'gneJ207': 28}, 
57750.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 26}, 
57760.0, {'gneJ207': -4.0}, {'gneJ207': 17}, {'gneJ207': 19}, 
57770.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 23}, 
57780.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 27}, 
57790.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 25}, 
57800.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 21}, 
57810.0, {'gneJ207': -4.0}, {'gneJ207': 14}, {'gneJ207': 19}, 
57820.0, {'gneJ207': -4.0}, {'gneJ207': 12}, {'gneJ207': 16}, 
57830.0, {'gneJ207': -4.0}, {'gneJ207': 14}, {'gneJ207': 18}, 
57840.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 21}, 
57850.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 24}, 
57860.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 16}, 
57870.0, {'gneJ207': -4.0}, {'gneJ207': 13}, {'gneJ207': 18}, 
57880.0, {'gneJ207': -4.0}, {'gneJ207': 14}, {'gneJ207': 22}, 
57890.0, {'gneJ207': -4.0}, {'gneJ207': 12}, {'gneJ207': 13}, 
57900.0, {'gneJ207': -4.0}, {'gneJ207': 11}, {'gneJ207': 11}, 
57910.0, {'gneJ207': -4.0}, {'gneJ207': 9}, {'gneJ207': 10}, 
57920.0, {'gneJ207': -3.9776785}, {'gneJ207': 7}, {'gneJ207': 8}, 
57930.0, {'gneJ207': -2.9642856}, {'gneJ207': 5}, {'gneJ207': 7}, 
57940.0, {'gneJ207': -1.6785715}, {'gneJ207': 3}, {'gneJ207': 3}, 
57950.0, {'gneJ207': -0.83035713}, {'gneJ207': 3}, {'gneJ207': 4}, 
57960.0, {'gneJ207': -1.1071428}, {'gneJ207': 6}, {'gneJ207': 7}, 
57970.0, {'gneJ207': -1.2901785}, {'gneJ207': 6}, {'gneJ207': 7}, 
57980.0, {'gneJ207': -0.78571427}, {'gneJ207': 4}, {'gneJ207': 5}, 
57990.0, {'gneJ207': -0.34375}, {'gneJ207': 2}, {'gneJ207': 3}, 
58000.0, {'gneJ207': -0.06696428}, {'gneJ207': 1}, {'gneJ207': 1}, 
58010.0, {'gneJ207': -0.026785715}, {'gneJ207': 1}, {'gneJ207': 1}, 
58020.0, {'gneJ207': -0.11160714}, {'gneJ207': 1}, {'gneJ207': 3}, 
58030.0, {'gneJ207': -0.19642857}, {'gneJ207': 1}, {'gneJ207': 2}, 
58040.0, {'gneJ207': -0.36160713}, {'gneJ207': 3}, {'gneJ207': 5}, 
58050.0, {'gneJ207': -0.6651786}, {'gneJ207': 4}, {'gneJ207': 7}, 
58060.0, {'gneJ207': -0.9776786}, {'gneJ207': 4}, {'gneJ207': 7}, 
58070.0, {'gneJ207': -1.3303572}, {'gneJ207': 5}, {'gneJ207': 9}, 
58080.0, {'gneJ207': -0.34375}, {'gneJ207': 2}, {'gneJ207': 5}, 
58090.0, {'gneJ207': -0.62053573}, {'gneJ207': 3}, {'gneJ207': 8}, 
58100.0, {'gneJ207': -0.88839287}, {'gneJ207': 4}, {'gneJ207': 8}, 
58110.0, {'gneJ207': -0.23214285}, {'gneJ207': 2}, {'gneJ207': 3}, 
58120.0, {'gneJ207': -0.27232143}, {'gneJ207': 3}, {'gneJ207': 7}, 
58130.0, {'gneJ207': -0.5089286}, {'gneJ207': 4}, {'gneJ207': 7}, 
58140.0, {'gneJ207': -0.8214286}, {'gneJ207': 4}, {'gneJ207': 7}, 
58150.0, {'gneJ207': -0.116071425}, {'gneJ207': 1}, {'gneJ207': 1}, 
58160.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58170.0, {'gneJ207': -0.04017857}, {'gneJ207': 1}, {'gneJ207': 2}, 
58180.0, {'gneJ207': -0.20982143}, {'gneJ207': 3}, {'gneJ207': 5}, 
58190.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58200.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58210.0, {'gneJ207': -0.008928572}, {'gneJ207': 1}, {'gneJ207': 1}, 
58220.0, {'gneJ207': -0.07589286}, {'gneJ207': 1}, {'gneJ207': 2}, 
58230.0, {'gneJ207': -0.008928572}, {'gneJ207': 1}, {'gneJ207': 1}, 
58240.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58250.0, {'gneJ207': -0.004464286}, {'gneJ207': 1}, {'gneJ207': 1}, 
58260.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58270.0, {'gneJ207': -0.084821425}, {'gneJ207': 1}, {'gneJ207': 2}, 
58280.0, {'gneJ207': -0.035714287}, {'gneJ207': 1}, {'gneJ207': 2}, 
58290.0, {'gneJ207': -0.04464286}, {'gneJ207': 2}, {'gneJ207': 2}, 
58300.0, {'gneJ207': -0.0625}, {'gneJ207': 1}, {'gneJ207': 1}, 
58310.0, {'gneJ207': -0.07589286}, {'gneJ207': 2}, {'gneJ207': 5}, 
58320.0, {'gneJ207': -0.23214285}, {'gneJ207': 4}, {'gneJ207': 7}, 
58330.0, {'gneJ207': -0.67410713}, {'gneJ207': 4}, {'gneJ207': 12}, 
58340.0, {'gneJ207': -1.3214285}, {'gneJ207': 7}, {'gneJ207': 18}, 
58350.0, {'gneJ207': -1.5133928}, {'gneJ207': 7}, {'gneJ207': 13}, 
58360.0, {'gneJ207': -1.6339285}, {'gneJ207': 7}, {'gneJ207': 11}, 
58370.0, {'gneJ207': -2.03125}, {'gneJ207': 7}, {'gneJ207': 10}, 
58380.0, {'gneJ207': -2.4330356}, {'gneJ207': 7}, {'gneJ207': 10}, 
58390.0, {'gneJ207': -3.0401785}, {'gneJ207': 7}, {'gneJ207': 16}, 
58400.0, {'gneJ207': -3.2857144}, {'gneJ207': 7}, {'gneJ207': 10}, 
58410.0, {'gneJ207': -3.638393}, {'gneJ207': 7}, {'gneJ207': 10}, 
58420.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 16}, 
58430.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 19}, 
58440.0, {'gneJ207': -2.169643}, {'gneJ207': 4}, {'gneJ207': 7}, 
58450.0, {'gneJ207': -0.42410713}, {'gneJ207': 4}, {'gneJ207': 7}, 
58460.0, {'gneJ207': -0.1875}, {'gneJ207': 2}, {'gneJ207': 5}, 
58470.0, {'gneJ207': -0.33035713}, {'gneJ207': 4}, {'gneJ207': 8}, 
58480.0, {'gneJ207': -0.72321427}, {'gneJ207': 5}, {'gneJ207': 10}, 
58490.0, {'gneJ207': -1.1071428}, {'gneJ207': 5}, {'gneJ207': 9}, 
58500.0, {'gneJ207': -0.40625}, {'gneJ207': 2}, {'gneJ207': 4}, 
58510.0, {'gneJ207': -0.5848214}, {'gneJ207': 2}, {'gneJ207': 4}, 
58520.0, {'gneJ207': -0.09821428}, {'gneJ207': 1}, {'gneJ207': 1}, 
58530.0, {'gneJ207': -0.14285715}, {'gneJ207': 1}, {'gneJ207': 1}, 
58540.0, {'gneJ207': -0.1875}, {'gneJ207': 1}, {'gneJ207': 1}, 
58550.0, {'gneJ207': -0.04017857}, {'gneJ207': 1}, {'gneJ207': 2}, 
58560.0, {'gneJ207': -0.1875}, {'gneJ207': 2}, {'gneJ207': 5}, 
58570.0, {'gneJ207': -0.51339287}, {'gneJ207': 3}, {'gneJ207': 8}, 
58580.0, {'gneJ207': -0.66071427}, {'gneJ207': 4}, {'gneJ207': 7}, 
58590.0, {'gneJ207': -0.19642857}, {'gneJ207': 1}, {'gneJ207': 2}, 
58600.0, {'gneJ207': -0.2857143}, {'gneJ207': 1}, {'gneJ207': 2}, 
58610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58620.0, {'gneJ207': -0.03125}, {'gneJ207': 1}, {'gneJ207': 2}, 
58630.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58640.0, {'gneJ207': -0.04017857}, {'gneJ207': 2}, {'gneJ207': 3}, 
58650.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58660.0, {'gneJ207': -0.06696428}, {'gneJ207': 2}, {'gneJ207': 4}, 
58670.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58680.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58690.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58700.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58710.0, {'gneJ207': -0.03125}, {'gneJ207': 1}, {'gneJ207': 1}, 
