57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57630.0, {'gneJ207': -0.008928572}, {'gneJ207': 1}, {'gneJ207': 1}, 
57640.0, {'gneJ207': -0.10714286}, {'gneJ207': 2}, {'gneJ207': 3}, 
57650.0, {'gneJ207': -0.026785715}, {'gneJ207': 1}, {'gneJ207': 3}, 
57660.0, {'gneJ207': -0.33482143}, {'gneJ207': 4}, {'gneJ207': 11}, 
57670.0, {'gneJ207': -0.96428573}, {'gneJ207': 7}, {'gneJ207': 17}, 
57680.0, {'gneJ207': -0.5535714}, {'gneJ207': 8}, {'gneJ207': 9}, 
57690.0, {'gneJ207': -0.7589286}, {'gneJ207': 7}, {'gneJ207': 12}, 
57700.0, {'gneJ207': -1.3928572}, {'gneJ207': 7}, {'gneJ207': 16}, 
57710.0, {'gneJ207': -1.7410715}, {'gneJ207': 9}, {'gneJ207': 19}, 
57720.0, {'gneJ207': -2.6964285}, {'gneJ207': 10}, {'gneJ207': 24}, 
57730.0, {'gneJ207': -3.9910715}, {'gneJ207': 16}, {'gneJ207': 35}, 
57740.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 33}, 
57750.0, {'gneJ207': -3.6026785}, {'gneJ207': 15}, {'gneJ207': 25}, 
57760.0, {'gneJ207': -3.830357}, {'gneJ207': 18}, {'gneJ207': 24}, 
57770.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 24}, 
57780.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 26}, 
57790.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 23}, 
57800.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 23}, 
57810.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 24}, 
57820.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 24}, 
57830.0, {'gneJ207': -4.0}, {'gneJ207': 17}, {'gneJ207': 22}, 
57840.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 20}, 
57850.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 23}, 
57860.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 24}, 
57870.0, {'gneJ207': -4.0}, {'gneJ207': 13}, {'gneJ207': 17}, 
57880.0, {'gneJ207': -4.0}, {'gneJ207': 13}, {'gneJ207': 15}, 
57890.0, {'gneJ207': -4.0}, {'gneJ207': 11}, {'gneJ207': 12}, 
57900.0, {'gneJ207': -4.0}, {'gneJ207': 12}, {'gneJ207': 12}, 
57910.0, {'gneJ207': -4.0}, {'gneJ207': 10}, {'gneJ207': 10}, 
57920.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 9}, 
57930.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 10}, 
57940.0, {'gneJ207': -3.46875}, {'gneJ207': 8}, {'gneJ207': 8}, 
57950.0, {'gneJ207': -3.8705356}, {'gneJ207': 8}, {'gneJ207': 9}, 
57960.0, {'gneJ207': -4.0}, {'gneJ207': 9}, {'gneJ207': 10}, 
57970.0, {'gneJ207': -4.0}, {'gneJ207': 9}, {'gneJ207': 9}, 
57980.0, {'gneJ207': -2.8839285}, {'gneJ207': 7}, {'gneJ207': 7}, 
57990.0, {'gneJ207': -3.2142856}, {'gneJ207': 7}, {'gneJ207': 8}, 
