57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57630.0, {'gneJ207': -0.05357143}, {'gneJ207': 1}, {'gneJ207': 2}, 
57640.0, {'gneJ207': -0.19642857}, {'gneJ207': 2}, {'gneJ207': 5}, 
57650.0, {'gneJ207': -0.52678573}, {'gneJ207': 4}, {'gneJ207': 11}, 
57660.0, {'gneJ207': -1.2098215}, {'gneJ207': 6}, {'gneJ207': 20}, 
57670.0, {'gneJ207': -2.2232144}, {'gneJ207': 10}, {'gneJ207': 26}, 
57680.0, {'gneJ207': -3.5223215}, {'gneJ207': 13}, {'gneJ207': 34}, 
57690.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 44}, 
57700.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57710.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57720.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57730.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57740.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57750.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57760.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57770.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57780.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57790.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57800.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57810.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57820.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57830.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57840.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57850.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57860.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57870.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57880.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57890.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57900.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57910.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57920.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57930.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57940.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57950.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57960.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57970.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57980.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
57990.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58000.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58010.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58020.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58030.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58040.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58050.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58060.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58070.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58080.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58090.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58100.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58110.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58120.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58130.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58140.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58150.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58160.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58170.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58180.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58190.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58200.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58210.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58220.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58230.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58240.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58250.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58260.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58270.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58280.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58290.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58300.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58310.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58320.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58330.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58340.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58350.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58360.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58370.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58380.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58390.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58400.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58410.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58420.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58430.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58440.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58450.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58460.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58470.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58480.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58490.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58500.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58510.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58520.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58530.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58540.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58550.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58560.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58570.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58580.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58590.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58600.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58610.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58620.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58630.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58640.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58650.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58660.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58670.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58680.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58690.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58700.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58710.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58720.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58730.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58740.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58750.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58760.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58770.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58780.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58790.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58800.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58810.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58820.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58830.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58840.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58850.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58860.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58870.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
58880.0, {'gneJ207': -4.0}, {'gneJ207': 18}, {'gneJ207': 46}, 
