57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57630.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57640.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57650.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57660.0, {'gneJ207': -0.02232143}, {'gneJ207': 1}, {'gneJ207': 1}, 
57670.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57680.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57690.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57700.0, {'gneJ207': -0.04464286}, {'gneJ207': 3}, {'gneJ207': 3}, 
57710.0, {'gneJ207': -0.20982143}, {'gneJ207': 4}, {'gneJ207': 4}, 
57720.0, {'gneJ207': -0.17857143}, {'gneJ207': 4}, {'gneJ207': 5}, 
57730.0, {'gneJ207': -0.20535715}, {'gneJ207': 5}, {'gneJ207': 5}, 
57740.0, {'gneJ207': -0.44642857}, {'gneJ207': 5}, {'gneJ207': 6}, 
57750.0, {'gneJ207': -0.76339287}, {'gneJ207': 6}, {'gneJ207': 8}, 
57760.0, {'gneJ207': -1.2991072}, {'gneJ207': 12}, {'gneJ207': 15}, 
57770.0, {'gneJ207': -1.4419643}, {'gneJ207': 16}, {'gneJ207': 16}, 
57780.0, {'gneJ207': -1.625}, {'gneJ207': 14}, {'gneJ207': 15}, 
57790.0, {'gneJ207': -1.8616072}, {'gneJ207': 12}, {'gneJ207': 12}, 
57800.0, {'gneJ207': -1.9866072}, {'gneJ207': 10}, {'gneJ207': 10}, 
57810.0, {'gneJ207': -1.2276785}, {'gneJ207': 6}, {'gneJ207': 6}, 
57820.0, {'gneJ207': -0.47767857}, {'gneJ207': 2}, {'gneJ207': 3}, 
57830.0, {'gneJ207': -0.09375}, {'gneJ207': 1}, {'gneJ207': 3}, 
57840.0, {'gneJ207': -0.25}, {'gneJ207': 3}, {'gneJ207': 5}, 
57850.0, {'gneJ207': -0.6160714}, {'gneJ207': 4}, {'gneJ207': 10}, 
57860.0, {'gneJ207': -0.98660713}, {'gneJ207': 7}, {'gneJ207': 12}, 
