57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57630.0, {'gneJ207': -0.06696428}, {'gneJ207': 2}, {'gneJ207': 3}, 
57640.0, {'gneJ207': -0.102678575}, {'gneJ207': 1}, {'gneJ207': 2}, 
57650.0, {'gneJ207': -0.20089285}, {'gneJ207': 2}, {'gneJ207': 6}, 
57660.0, {'gneJ207': -0.6473214}, {'gneJ207': 4}, {'gneJ207': 13}, 
57670.0, {'gneJ207': -1.4285715}, {'gneJ207': 7}, {'gneJ207': 20}, 
57680.0, {'gneJ207': -2.53125}, {'gneJ207': 10}, {'gneJ207': 28}, 
57690.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 37}, 
57700.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 38}, 
57710.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 40}, 
57720.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 29}, 
57730.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 25}, 
57740.0, {'gneJ207': -4.0}, {'gneJ207': 17}, {'gneJ207': 28}, 
57750.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 29}, 
57760.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 25}, 
57770.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 23}, 
57780.0, {'gneJ207': -4.0}, {'gneJ207': 14}, {'gneJ207': 23}, 
57790.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 26}, 
57800.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 24}, 
57810.0, {'gneJ207': -4.0}, {'gneJ207': 14}, {'gneJ207': 23}, 
57820.0, {'gneJ207': -4.0}, {'gneJ207': 14}, {'gneJ207': 23}, 
57830.0, {'gneJ207': -4.0}, {'gneJ207': 14}, {'gneJ207': 24}, 
57840.0, {'gneJ207': -4.0}, {'gneJ207': 13}, {'gneJ207': 26}, 
57850.0, {'gneJ207': -4.0}, {'gneJ207': 12}, {'gneJ207': 25}, 
57860.0, {'gneJ207': -4.0}, {'gneJ207': 11}, {'gneJ207': 24}, 
57870.0, {'gneJ207': -4.0}, {'gneJ207': 10}, {'gneJ207': 18}, 
57880.0, {'gneJ207': -4.0}, {'gneJ207': 8}, {'gneJ207': 16}, 
57890.0, {'gneJ207': -4.0}, {'gneJ207': 8}, {'gneJ207': 19}, 
57900.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 18}, 
57910.0, {'gneJ207': -2.705357}, {'gneJ207': 5}, {'gneJ207': 11}, 
57920.0, {'gneJ207': -1.7633928}, {'gneJ207': 4}, {'gneJ207': 10}, 
57930.0, {'gneJ207': -0.14285715}, {'gneJ207': 1}, {'gneJ207': 1}, 
57940.0, {'gneJ207': -0.03125}, {'gneJ207': 1}, {'gneJ207': 1}, 
57950.0, {'gneJ207': -0.16964285}, {'gneJ207': 2}, {'gneJ207': 4}, 
57960.0, {'gneJ207': -0.24107143}, {'gneJ207': 2}, {'gneJ207': 5}, 
57970.0, {'gneJ207': -0.47767857}, {'gneJ207': 3}, {'gneJ207': 6}, 
57980.0, {'gneJ207': -0.66964287}, {'gneJ207': 3}, {'gneJ207': 6}, 
57990.0, {'gneJ207': -1.0178572}, {'gneJ207': 4}, {'gneJ207': 8}, 
58000.0, {'gneJ207': -0.19642857}, {'gneJ207': 1}, {'gneJ207': 3}, 
58010.0, {'gneJ207': -0.27232143}, {'gneJ207': 2}, {'gneJ207': 3}, 
58020.0, {'gneJ207': -0.4419643}, {'gneJ207': 2}, {'gneJ207': 4}, 
58030.0, {'gneJ207': -0.625}, {'gneJ207': 3}, {'gneJ207': 5}, 
58040.0, {'gneJ207': -0.90178573}, {'gneJ207': 4}, {'gneJ207': 8}, 
58050.0, {'gneJ207': -1.2991072}, {'gneJ207': 5}, {'gneJ207': 9}, 
58060.0, {'gneJ207': -1.7008928}, {'gneJ207': 5}, {'gneJ207': 9}, 
58070.0, {'gneJ207': -2.169643}, {'gneJ207': 7}, {'gneJ207': 13}, 
58080.0, {'gneJ207': -2.75}, {'gneJ207': 7}, {'gneJ207': 13}, 
58090.0, {'gneJ207': -1.1428572}, {'gneJ207': 4}, {'gneJ207': 8}, 
58100.0, {'gneJ207': -1.4285715}, {'gneJ207': 4}, {'gneJ207': 7}, 
58110.0, {'gneJ207': -1.8794643}, {'gneJ207': 7}, {'gneJ207': 13}, 
58120.0, {'gneJ207': -2.4598215}, {'gneJ207': 7}, {'gneJ207': 13}, 
58130.0, {'gneJ207': -3.0401785}, {'gneJ207': 7}, {'gneJ207': 13}, 
58140.0, {'gneJ207': -3.6205356}, {'gneJ207': 7}, {'gneJ207': 13}, 
58150.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 14}, 
58160.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 14}, 
58170.0, {'gneJ207': -2.205357}, {'gneJ207': 4}, {'gneJ207': 7}, 
58180.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58190.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58200.0, {'gneJ207': -0.017857144}, {'gneJ207': 1}, {'gneJ207': 2}, 
58210.0, {'gneJ207': -0.017857144}, {'gneJ207': 1}, {'gneJ207': 2}, 
58220.0, {'gneJ207': -0.09375}, {'gneJ207': 1}, {'gneJ207': 3}, 
58230.0, {'gneJ207': -0.09821428}, {'gneJ207': 1}, {'gneJ207': 1}, 
58240.0, {'gneJ207': -0.017857144}, {'gneJ207': 1}, {'gneJ207': 2}, 
58250.0, {'gneJ207': -0.17410715}, {'gneJ207': 3}, {'gneJ207': 6}, 
58260.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58270.0, {'gneJ207': -0.04017857}, {'gneJ207': 1}, {'gneJ207': 1}, 
