57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57630.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57640.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57650.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57660.0, {'gneJ207': -0.013392857}, {'gneJ207': 1}, {'gneJ207': 1}, 
57670.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57680.0, {'gneJ207': -0.026785715}, {'gneJ207': 2}, {'gneJ207': 2}, 
57690.0, {'gneJ207': -0.20089285}, {'gneJ207': 5}, {'gneJ207': 7}, 
57700.0, {'gneJ207': -0.27232143}, {'gneJ207': 8}, {'gneJ207': 8}, 
57710.0, {'gneJ207': -0.4017857}, {'gneJ207': 8}, {'gneJ207': 8}, 
57720.0, {'gneJ207': -0.87946427}, {'gneJ207': 10}, {'gneJ207': 14}, 
57730.0, {'gneJ207': -1.1517857}, {'gneJ207': 10}, {'gneJ207': 13}, 
57740.0, {'gneJ207': -1.28125}, {'gneJ207': 11}, {'gneJ207': 12}, 
57750.0, {'gneJ207': -1.8616072}, {'gneJ207': 12}, {'gneJ207': 15}, 
57760.0, {'gneJ207': -1.8214285}, {'gneJ207': 12}, {'gneJ207': 12}, 
57770.0, {'gneJ207': -1.6964285}, {'gneJ207': 12}, {'gneJ207': 13}, 
57780.0, {'gneJ207': -1.875}, {'gneJ207': 11}, {'gneJ207': 12}, 
57790.0, {'gneJ207': -1.8794643}, {'gneJ207': 9}, {'gneJ207': 9}, 
57800.0, {'gneJ207': -1.3616072}, {'gneJ207': 6}, {'gneJ207': 6}, 
57810.0, {'gneJ207': -0.67410713}, {'gneJ207': 3}, {'gneJ207': 3}, 
57820.0, {'gneJ207': -0.24553572}, {'gneJ207': 1}, {'gneJ207': 1}, 
57830.0, {'gneJ207': -0.32142857}, {'gneJ207': 3}, {'gneJ207': 3}, 
57840.0, {'gneJ207': -0.10714286}, {'gneJ207': 1}, {'gneJ207': 3}, 
57850.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57860.0, {'gneJ207': -0.10714286}, {'gneJ207': 3}, {'gneJ207': 6}, 
