57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': -0.008928572}, {'gneJ207': 1}, {'gneJ207': 1}, 
57630.0, {'gneJ207': -0.058035713}, {'gneJ207': 1}, {'gneJ207': 2}, 
57640.0, {'gneJ207': -0.09821428}, {'gneJ207': 1}, {'gneJ207': 1}, 
57650.0, {'gneJ207': -0.28125}, {'gneJ207': 2}, {'gneJ207': 8}, 
57660.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57670.0, {'gneJ207': -0.16964285}, {'gneJ207': 4}, {'gneJ207': 7}, 
57680.0, {'gneJ207': -0.12946428}, {'gneJ207': 2}, {'gneJ207': 2}, 
57690.0, {'gneJ207': -0.29464287}, {'gneJ207': 5}, {'gneJ207': 7}, 
57700.0, {'gneJ207': -0.4419643}, {'gneJ207': 8}, {'gneJ207': 12}, 
57710.0, {'gneJ207': -0.57589287}, {'gneJ207': 9}, {'gneJ207': 10}, 
57720.0, {'gneJ207': -1.0758928}, {'gneJ207': 12}, {'gneJ207': 13}, 
57730.0, {'gneJ207': -1.4285715}, {'gneJ207': 12}, {'gneJ207': 17}, 
57740.0, {'gneJ207': -2.294643}, {'gneJ207': 14}, {'gneJ207': 22}, 
57750.0, {'gneJ207': -2.5714285}, {'gneJ207': 17}, {'gneJ207': 20}, 
57760.0, {'gneJ207': -2.9375}, {'gneJ207': 15}, {'gneJ207': 19}, 
57770.0, {'gneJ207': -3.3035715}, {'gneJ207': 15}, {'gneJ207': 21}, 
57780.0, {'gneJ207': -3.4375}, {'gneJ207': 13}, {'gneJ207': 21}, 
57790.0, {'gneJ207': -3.9598215}, {'gneJ207': 14}, {'gneJ207': 17}, 
57800.0, {'gneJ207': -4.0}, {'gneJ207': 14}, {'gneJ207': 16}, 
57810.0, {'gneJ207': -3.892857}, {'gneJ207': 11}, {'gneJ207': 12}, 
57820.0, {'gneJ207': -3.611607}, {'gneJ207': 10}, {'gneJ207': 10}, 
57830.0, {'gneJ207': -3.3482144}, {'gneJ207': 8}, {'gneJ207': 8}, 
57840.0, {'gneJ207': -2.875}, {'gneJ207': 7}, {'gneJ207': 10}, 
57850.0, {'gneJ207': -2.7098215}, {'gneJ207': 5}, {'gneJ207': 5}, 
57860.0, {'gneJ207': -2.9330356}, {'gneJ207': 5}, {'gneJ207': 5}, 
57870.0, {'gneJ207': -1.7276785}, {'gneJ207': 5}, {'gneJ207': 5}, 
57880.0, {'gneJ207': -0.12053572}, {'gneJ207': 2}, {'gneJ207': 2}, 
57890.0, {'gneJ207': -0.09821428}, {'gneJ207': 1}, {'gneJ207': 1}, 
57900.0, {'gneJ207': -0.16964285}, {'gneJ207': 2}, {'gneJ207': 2}, 
57910.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57920.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57930.0, {'gneJ207': -0.026785715}, {'gneJ207': 1}, {'gneJ207': 1}, 
57940.0, {'gneJ207': -0.071428575}, {'gneJ207': 1}, {'gneJ207': 1}, 
57950.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57960.0, {'gneJ207': -0.013392857}, {'gneJ207': 1}, {'gneJ207': 1}, 
57970.0, {'gneJ207': -0.09821428}, {'gneJ207': 1}, {'gneJ207': 2}, 
57980.0, {'gneJ207': -0.004464286}, {'gneJ207': 1}, {'gneJ207': 1}, 
57990.0, {'gneJ207': -0.026785715}, {'gneJ207': 1}, {'gneJ207': 1}, 
58000.0, {'gneJ207': -0.071428575}, {'gneJ207': 1}, {'gneJ207': 1}, 
58010.0, {'gneJ207': -0.14285715}, {'gneJ207': 1}, {'gneJ207': 2}, 
58020.0, {'gneJ207': -0.26339287}, {'gneJ207': 2}, {'gneJ207': 3}, 
58030.0, {'gneJ207': -0.39732143}, {'gneJ207': 2}, {'gneJ207': 3}, 
58040.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58050.0, {'gneJ207': -0.058035713}, {'gneJ207': 1}, {'gneJ207': 2}, 
58060.0, {'gneJ207': -0.14732143}, {'gneJ207': 1}, {'gneJ207': 2}, 
58070.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58080.0, {'gneJ207': -0.04910714}, {'gneJ207': 2}, {'gneJ207': 2}, 
58090.0, {'gneJ207': -0.13839285}, {'gneJ207': 2}, {'gneJ207': 2}, 
58100.0, {'gneJ207': -0.12946428}, {'gneJ207': 1}, {'gneJ207': 3}, 
58110.0, {'gneJ207': -0.12946428}, {'gneJ207': 2}, {'gneJ207': 4}, 
58120.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58130.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58140.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58150.0, {'gneJ207': -0.017857144}, {'gneJ207': 1}, {'gneJ207': 1}, 
58160.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58170.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58180.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58190.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58200.0, {'gneJ207': -0.04017857}, {'gneJ207': 1}, {'gneJ207': 2}, 
58210.0, {'gneJ207': -0.20535715}, {'gneJ207': 2}, {'gneJ207': 4}, 
58220.0, {'gneJ207': -0.013392857}, {'gneJ207': 1}, {'gneJ207': 1}, 
58230.0, {'gneJ207': -0.004464286}, {'gneJ207': 1}, {'gneJ207': 1}, 
58240.0, {'gneJ207': -0.013392857}, {'gneJ207': 1}, {'gneJ207': 1}, 
58250.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58260.0, {'gneJ207': -0.026785715}, {'gneJ207': 1}, {'gneJ207': 2}, 
58270.0, {'gneJ207': -0.013392857}, {'gneJ207': 1}, {'gneJ207': 1}, 
58280.0, {'gneJ207': -0.16964285}, {'gneJ207': 3}, {'gneJ207': 5}, 
