57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': -0.004464286}, {'gneJ207': 1}, {'gneJ207': 1}, 
57630.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57640.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57650.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57660.0, {'gneJ207': -0.035714287}, {'gneJ207': 1}, {'gneJ207': 3}, 
57670.0, {'gneJ207': -0.13839285}, {'gneJ207': 2}, {'gneJ207': 3}, 
57680.0, {'gneJ207': -0.29017857}, {'gneJ207': 3}, {'gneJ207': 4}, 
57690.0, {'gneJ207': -0.5714286}, {'gneJ207': 4}, {'gneJ207': 10}, 
57700.0, {'gneJ207': -1.1071428}, {'gneJ207': 6}, {'gneJ207': 15}, 
57710.0, {'gneJ207': -1.9464285}, {'gneJ207': 12}, {'gneJ207': 22}, 
57720.0, {'gneJ207': -2.8080356}, {'gneJ207': 15}, {'gneJ207': 25}, 
57730.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 30}, 
57740.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 32}, 
57750.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 32}, 
57760.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 32}, 
57770.0, {'gneJ207': -4.0}, {'gneJ207': 14}, {'gneJ207': 30}, 
57780.0, {'gneJ207': -4.0}, {'gneJ207': 14}, {'gneJ207': 31}, 
57790.0, {'gneJ207': -4.0}, {'gneJ207': 13}, {'gneJ207': 22}, 
57800.0, {'gneJ207': -4.0}, {'gneJ207': 14}, {'gneJ207': 15}, 
57810.0, {'gneJ207': -4.0}, {'gneJ207': 14}, {'gneJ207': 15}, 
57820.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 20}, 
57830.0, {'gneJ207': -4.0}, {'gneJ207': 16}, {'gneJ207': 17}, 
57840.0, {'gneJ207': -4.0}, {'gneJ207': 15}, {'gneJ207': 18}, 
57850.0, {'gneJ207': -4.0}, {'gneJ207': 14}, {'gneJ207': 14}, 
57860.0, {'gneJ207': -4.0}, {'gneJ207': 11}, {'gneJ207': 14}, 
57870.0, {'gneJ207': -4.0}, {'gneJ207': 12}, {'gneJ207': 16}, 
57880.0, {'gneJ207': -4.0}, {'gneJ207': 10}, {'gneJ207': 11}, 
57890.0, {'gneJ207': -4.0}, {'gneJ207': 8}, {'gneJ207': 9}, 
57900.0, {'gneJ207': -4.0}, {'gneJ207': 8}, {'gneJ207': 8}, 
57910.0, {'gneJ207': -2.3526785}, {'gneJ207': 8}, {'gneJ207': 8}, 
57920.0, {'gneJ207': -2.794643}, {'gneJ207': 8}, {'gneJ207': 11}, 
57930.0, {'gneJ207': -1.7544643}, {'gneJ207': 7}, {'gneJ207': 7}, 
57940.0, {'gneJ207': -0.53125}, {'gneJ207': 4}, {'gneJ207': 4}, 
57950.0, {'gneJ207': -0.15625}, {'gneJ207': 1}, {'gneJ207': 2}, 
57960.0, {'gneJ207': -0.16517857}, {'gneJ207': 2}, {'gneJ207': 2}, 
57970.0, {'gneJ207': -0.04464286}, {'gneJ207': 1}, {'gneJ207': 2}, 
57980.0, {'gneJ207': -0.13839285}, {'gneJ207': 2}, {'gneJ207': 3}, 
57990.0, {'gneJ207': -0.3482143}, {'gneJ207': 3}, {'gneJ207': 5}, 
58000.0, {'gneJ207': -0.03125}, {'gneJ207': 2}, {'gneJ207': 2}, 
58010.0, {'gneJ207': -0.026785715}, {'gneJ207': 1}, {'gneJ207': 1}, 
58020.0, {'gneJ207': -0.102678575}, {'gneJ207': 1}, {'gneJ207': 2}, 
58030.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58040.0, {'gneJ207': -0.03125}, {'gneJ207': 1}, {'gneJ207': 2}, 
58050.0, {'gneJ207': -0.23660715}, {'gneJ207': 2}, {'gneJ207': 5}, 
58060.0, {'gneJ207': -0.45982143}, {'gneJ207': 2}, {'gneJ207': 5}, 
58070.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58080.0, {'gneJ207': -0.04910714}, {'gneJ207': 2}, {'gneJ207': 3}, 
58090.0, {'gneJ207': -0.19196428}, {'gneJ207': 2}, {'gneJ207': 4}, 
58100.0, {'gneJ207': -0.42857143}, {'gneJ207': 2}, {'gneJ207': 6}, 
58110.0, {'gneJ207': -0.77678573}, {'gneJ207': 4}, {'gneJ207': 10}, 
58120.0, {'gneJ207': -1.2633928}, {'gneJ207': 5}, {'gneJ207': 11}, 
58130.0, {'gneJ207': -1.7857143}, {'gneJ207': 5}, {'gneJ207': 12}, 
58140.0, {'gneJ207': -2.3214285}, {'gneJ207': 5}, {'gneJ207': 12}, 
58150.0, {'gneJ207': -2.3125}, {'gneJ207': 5}, {'gneJ207': 10}, 
58160.0, {'gneJ207': -0.84375}, {'gneJ207': 2}, {'gneJ207': 4}, 
58170.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58180.0, {'gneJ207': -0.035714287}, {'gneJ207': 1}, {'gneJ207': 2}, 
58190.0, {'gneJ207': -0.24553572}, {'gneJ207': 3}, {'gneJ207': 6}, 
58200.0, {'gneJ207': -0.57589287}, {'gneJ207': 5}, {'gneJ207': 10}, 
58210.0, {'gneJ207': -0.29464287}, {'gneJ207': 2}, {'gneJ207': 5}, 
58220.0, {'gneJ207': -0.116071425}, {'gneJ207': 1}, {'gneJ207': 2}, 
58230.0, {'gneJ207': -0.20535715}, {'gneJ207': 1}, {'gneJ207': 2}, 
58240.0, {'gneJ207': -0.13392857}, {'gneJ207': 1}, {'gneJ207': 1}, 
58250.0, {'gneJ207': -0.008928572}, {'gneJ207': 1}, {'gneJ207': 1}, 
58260.0, {'gneJ207': -0.125}, {'gneJ207': 3}, {'gneJ207': 5}, 
58270.0, {'gneJ207': -0.4732143}, {'gneJ207': 3}, {'gneJ207': 9}, 
58280.0, {'gneJ207': -0.96428573}, {'gneJ207': 4}, {'gneJ207': 13}, 
58290.0, {'gneJ207': -1.625}, {'gneJ207': 5}, {'gneJ207': 16}, 
58300.0, {'gneJ207': -2.450893}, {'gneJ207': 7}, {'gneJ207': 20}, 
58310.0, {'gneJ207': -3.517857}, {'gneJ207': 9}, {'gneJ207': 28}, 
58320.0, {'gneJ207': -3.5669644}, {'gneJ207': 8}, {'gneJ207': 28}, 
58330.0, {'gneJ207': -3.8125}, {'gneJ207': 7}, {'gneJ207': 24}, 
58340.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 20}, 
58350.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 23}, 
58360.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 23}, 
58370.0, {'gneJ207': -1.9598215}, {'gneJ207': 4}, {'gneJ207': 10}, 
58380.0, {'gneJ207': -2.4910715}, {'gneJ207': 5}, {'gneJ207': 15}, 
58390.0, {'gneJ207': -2.90625}, {'gneJ207': 7}, {'gneJ207': 16}, 
58400.0, {'gneJ207': -2.9375}, {'gneJ207': 7}, {'gneJ207': 13}, 
58410.0, {'gneJ207': -3.625}, {'gneJ207': 7}, {'gneJ207': 19}, 
58420.0, {'gneJ207': -4.0}, {'gneJ207': 9}, {'gneJ207': 26}, 
58430.0, {'gneJ207': -4.0}, {'gneJ207': 9}, {'gneJ207': 26}, 
58440.0, {'gneJ207': -4.0}, {'gneJ207': 9}, {'gneJ207': 26}, 
58450.0, {'gneJ207': -4.0}, {'gneJ207': 8}, {'gneJ207': 25}, 
58460.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 22}, 
58470.0, {'gneJ207': -4.0}, {'gneJ207': 7}, {'gneJ207': 18}, 
58480.0, {'gneJ207': -2.375}, {'gneJ207': 4}, {'gneJ207': 7}, 
58490.0, {'gneJ207': -0.51339287}, {'gneJ207': 2}, {'gneJ207': 5}, 
58500.0, {'gneJ207': -0.18303572}, {'gneJ207': 2}, {'gneJ207': 5}, 
58510.0, {'gneJ207': -0.33035713}, {'gneJ207': 4}, {'gneJ207': 7}, 
58520.0, {'gneJ207': -0.8125}, {'gneJ207': 7}, {'gneJ207': 15}, 
58530.0, {'gneJ207': -0.5714286}, {'gneJ207': 4}, {'gneJ207': 8}, 
58540.0, {'gneJ207': -0.20089285}, {'gneJ207': 5}, {'gneJ207': 6}, 
58550.0, {'gneJ207': -0.26339287}, {'gneJ207': 2}, {'gneJ207': 4}, 
58560.0, {'gneJ207': -0.1875}, {'gneJ207': 1}, {'gneJ207': 1}, 
58570.0, {'gneJ207': -0.08035714}, {'gneJ207': 2}, {'gneJ207': 3}, 
58580.0, {'gneJ207': -0.11160714}, {'gneJ207': 1}, {'gneJ207': 3}, 
58590.0, {'gneJ207': -0.18303572}, {'gneJ207': 1}, {'gneJ207': 2}, 
58600.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58620.0, {'gneJ207': -0.03125}, {'gneJ207': 1}, {'gneJ207': 1}, 
58630.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58640.0, {'gneJ207': -0.09375}, {'gneJ207': 2}, {'gneJ207': 3}, 
58650.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58660.0, {'gneJ207': -0.09821428}, {'gneJ207': 2}, {'gneJ207': 4}, 
58670.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58680.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58690.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58700.0, {'gneJ207': -0.05357143}, {'gneJ207': 3}, {'gneJ207': 3}, 
58710.0, {'gneJ207': -0.084821425}, {'gneJ207': 2}, {'gneJ207': 4}, 
58720.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
