57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': -0.004464286}, {'gneJ207': 1}, {'gneJ207': 1}, 
57630.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57640.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57650.0, {'gneJ207': -0.026785715}, {'gneJ207': 1}, {'gneJ207': 2}, 
57660.0, {'gneJ207': -0.1875}, {'gneJ207': 3}, {'gneJ207': 6}, 
57670.0, {'gneJ207': -0.45535713}, {'gneJ207': 3}, {'gneJ207': 6}, 
57680.0, {'gneJ207': -0.7723214}, {'gneJ207': 4}, {'gneJ207': 8}, 
57690.0, {'gneJ207': -0.2767857}, {'gneJ207': 2}, {'gneJ207': 3}, 
57700.0, {'gneJ207': -0.58035713}, {'gneJ207': 5}, {'gneJ207': 12}, 
57710.0, {'gneJ207': -0.30357143}, {'gneJ207': 8}, {'gneJ207': 9}, 
57720.0, {'gneJ207': -0.50446427}, {'gneJ207': 8}, {'gneJ207': 8}, 
57730.0, {'gneJ207': -0.91964287}, {'gneJ207': 9}, {'gneJ207': 12}, 
57740.0, {'gneJ207': -0.9285714}, {'gneJ207': 8}, {'gneJ207': 11}, 
57750.0, {'gneJ207': -1.1517857}, {'gneJ207': 8}, {'gneJ207': 11}, 
57760.0, {'gneJ207': -1.0535715}, {'gneJ207': 6}, {'gneJ207': 9}, 
57770.0, {'gneJ207': -1.3616072}, {'gneJ207': 7}, {'gneJ207': 12}, 
57780.0, {'gneJ207': -1.2901785}, {'gneJ207': 12}, {'gneJ207': 13}, 
57790.0, {'gneJ207': -1.4196428}, {'gneJ207': 11}, {'gneJ207': 12}, 
57800.0, {'gneJ207': -1.5714285}, {'gneJ207': 11}, {'gneJ207': 12}, 
57810.0, {'gneJ207': -1.4017857}, {'gneJ207': 8}, {'gneJ207': 8}, 
57820.0, {'gneJ207': -0.9910714}, {'gneJ207': 4}, {'gneJ207': 5}, 
57830.0, {'gneJ207': -0.5625}, {'gneJ207': 2}, {'gneJ207': 2}, 
57840.0, {'gneJ207': -0.71428573}, {'gneJ207': 4}, {'gneJ207': 6}, 
57850.0, {'gneJ207': -0.38392857}, {'gneJ207': 4}, {'gneJ207': 4}, 
57860.0, {'gneJ207': -0.16517857}, {'gneJ207': 2}, {'gneJ207': 4}, 
57870.0, {'gneJ207': -0.22321428}, {'gneJ207': 2}, {'gneJ207': 2}, 
57880.0, {'gneJ207': -0.3125}, {'gneJ207': 2}, {'gneJ207': 2}, 
57890.0, {'gneJ207': -0.04017857}, {'gneJ207': 1}, {'gneJ207': 1}, 
57900.0, {'gneJ207': -0.084821425}, {'gneJ207': 1}, {'gneJ207': 1}, 
57910.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57920.0, {'gneJ207': -0.017857144}, {'gneJ207': 1}, {'gneJ207': 1}, 
57930.0, {'gneJ207': -0.026785715}, {'gneJ207': 1}, {'gneJ207': 1}, 
57940.0, {'gneJ207': -0.071428575}, {'gneJ207': 1}, {'gneJ207': 1}, 
57950.0, {'gneJ207': -0.13392857}, {'gneJ207': 1}, {'gneJ207': 2}, 
57960.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57970.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57980.0, {'gneJ207': -0.004464286}, {'gneJ207': 1}, {'gneJ207': 1}, 
57990.0, {'gneJ207': -0.03125}, {'gneJ207': 1}, {'gneJ207': 1}, 
58000.0, {'gneJ207': -0.084821425}, {'gneJ207': 1}, {'gneJ207': 2}, 
58010.0, {'gneJ207': -0.14285715}, {'gneJ207': 1}, {'gneJ207': 2}, 
58020.0, {'gneJ207': -0.25892857}, {'gneJ207': 2}, {'gneJ207': 3}, 
58030.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58040.0, {'gneJ207': -0.04017857}, {'gneJ207': 1}, {'gneJ207': 3}, 
58050.0, {'gneJ207': -0.19196428}, {'gneJ207': 2}, {'gneJ207': 4}, 
58060.0, {'gneJ207': -0.3705357}, {'gneJ207': 2}, {'gneJ207': 4}, 
58070.0, {'gneJ207': -0.57589287}, {'gneJ207': 3}, {'gneJ207': 6}, 
58080.0, {'gneJ207': -0.91964287}, {'gneJ207': 5}, {'gneJ207': 9}, 
58090.0, {'gneJ207': -1.3303572}, {'gneJ207': 5}, {'gneJ207': 10}, 
58100.0, {'gneJ207': -0.34375}, {'gneJ207': 2}, {'gneJ207': 3}, 
58110.0, {'gneJ207': -0.5401786}, {'gneJ207': 4}, {'gneJ207': 7}, 
58120.0, {'gneJ207': -0.04910714}, {'gneJ207': 1}, {'gneJ207': 1}, 
58130.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58140.0, {'gneJ207': -0.004464286}, {'gneJ207': 1}, {'gneJ207': 1}, 
58150.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58160.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58170.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58180.0, {'gneJ207': -0.03125}, {'gneJ207': 1}, {'gneJ207': 1}, 
58190.0, {'gneJ207': -0.013392857}, {'gneJ207': 1}, {'gneJ207': 1}, 
58200.0, {'gneJ207': -0.058035713}, {'gneJ207': 2}, {'gneJ207': 3}, 
58210.0, {'gneJ207': -0.04910714}, {'gneJ207': 1}, {'gneJ207': 2}, 
58220.0, {'gneJ207': -0.084821425}, {'gneJ207': 1}, {'gneJ207': 2}, 
58230.0, {'gneJ207': -0.0625}, {'gneJ207': 1}, {'gneJ207': 1}, 
58240.0, {'gneJ207': -0.116071425}, {'gneJ207': 1}, {'gneJ207': 2}, 
58250.0, {'gneJ207': -0.15625}, {'gneJ207': 1}, {'gneJ207': 2}, 
58260.0, {'gneJ207': -0.4017857}, {'gneJ207': 3}, {'gneJ207': 9}, 
58270.0, {'gneJ207': -0.004464286}, {'gneJ207': 1}, {'gneJ207': 1}, 
58280.0, {'gneJ207': -0.04910714}, {'gneJ207': 1}, {'gneJ207': 1}, 
58290.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58300.0, {'gneJ207': -0.035714287}, {'gneJ207': 2}, {'gneJ207': 2}, 
58310.0, {'gneJ207': -0.06696428}, {'gneJ207': 1}, {'gneJ207': 4}, 
58320.0, {'gneJ207': -0.23660715}, {'gneJ207': 4}, {'gneJ207': 6}, 
58330.0, {'gneJ207': -0.51785713}, {'gneJ207': 4}, {'gneJ207': 7}, 
58340.0, {'gneJ207': -0.95535713}, {'gneJ207': 7}, {'gneJ207': 14}, 
58350.0, {'gneJ207': -0.4017857}, {'gneJ207': 4}, {'gneJ207': 6}, 
58360.0, {'gneJ207': -0.11160714}, {'gneJ207': 2}, {'gneJ207': 5}, 
58370.0, {'gneJ207': -0.48660713}, {'gneJ207': 4}, {'gneJ207': 11}, 
58380.0, {'gneJ207': -0.2767857}, {'gneJ207': 2}, {'gneJ207': 5}, 
58390.0, {'gneJ207': -0.29017857}, {'gneJ207': 2}, {'gneJ207': 3}, 
58400.0, {'gneJ207': -0.5848214}, {'gneJ207': 3}, {'gneJ207': 10}, 
58410.0, {'gneJ207': -0.74553573}, {'gneJ207': 3}, {'gneJ207': 6}, 
58420.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58430.0, {'gneJ207': -0.02232143}, {'gneJ207': 1}, {'gneJ207': 1}, 
58440.0, {'gneJ207': -0.02232143}, {'gneJ207': 1}, {'gneJ207': 1}, 
58450.0, {'gneJ207': -0.06696428}, {'gneJ207': 1}, {'gneJ207': 1}, 
58460.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58470.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58480.0, {'gneJ207': -0.026785715}, {'gneJ207': 1}, {'gneJ207': 1}, 
58490.0, {'gneJ207': -0.03125}, {'gneJ207': 1}, {'gneJ207': 1}, 
58500.0, {'gneJ207': -0.004464286}, {'gneJ207': 1}, {'gneJ207': 1}, 
58510.0, {'gneJ207': -0.06696428}, {'gneJ207': 4}, {'gneJ207': 4}, 
58520.0, {'gneJ207': -0.12946428}, {'gneJ207': 4}, {'gneJ207': 4}, 
58530.0, {'gneJ207': -0.35267857}, {'gneJ207': 6}, {'gneJ207': 7}, 
58540.0, {'gneJ207': -0.39285713}, {'gneJ207': 5}, {'gneJ207': 6}, 
58550.0, {'gneJ207': -0.3482143}, {'gneJ207': 3}, {'gneJ207': 3}, 
58560.0, {'gneJ207': -0.32589287}, {'gneJ207': 2}, {'gneJ207': 5}, 
58570.0, {'gneJ207': -0.56696427}, {'gneJ207': 3}, {'gneJ207': 7}, 
58580.0, {'gneJ207': -0.3794643}, {'gneJ207': 3}, {'gneJ207': 5}, 
58590.0, {'gneJ207': -0.6026786}, {'gneJ207': 3}, {'gneJ207': 5}, 
58600.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58610.0, {'gneJ207': -0.013392857}, {'gneJ207': 1}, {'gneJ207': 1}, 
58620.0, {'gneJ207': -0.17410715}, {'gneJ207': 2}, {'gneJ207': 5}, 
58630.0, {'gneJ207': -0.4017857}, {'gneJ207': 3}, {'gneJ207': 6}, 
58640.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58650.0, {'gneJ207': -0.13839285}, {'gneJ207': 3}, {'gneJ207': 7}, 
58660.0, {'gneJ207': -0.46875}, {'gneJ207': 4}, {'gneJ207': 8}, 
58670.0, {'gneJ207': -0.16071428}, {'gneJ207': 1}, {'gneJ207': 2}, 
58680.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58690.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
58700.0, {'gneJ207': -0.026785715}, {'gneJ207': 2}, {'gneJ207': 2}, 
