25210.0, {'360082': 0.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
25220.0, {'360082': 0.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.035714287}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25230.0, {'360082': 0.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.116071425}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25240.0, {'360082': 0.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.20535715}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25250.0, {'360082': -0.04017857, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.29464287}, {'360082': 1, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 2, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25260.0, {'360082': -0.12946428, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.41517857}, {'360082': 1, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 2, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 3}, 
25270.0, {'360082': -0.21875, '360086': -0.008928572, 'GS_cluster_2415878664_254486231_359566_359576': -0.54910713}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 2, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 3}, 
25280.0, {'360082': -0.06696428, '360086': -0.071428575, 'GS_cluster_2415878664_254486231_359566_359576': -0.07589286}, {'360082': 3, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 3, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 3}, 
25290.0, {'360082': -0.22767857, '360086': -0.16071428, 'GS_cluster_2415878664_254486231_359566_359576': -0.04464286}, {'360082': 4, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 4, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25300.0, {'360082': -0.45089287, '360086': -0.25, 'GS_cluster_2415878664_254486231_359566_359576': -0.0625}, {'360082': 6, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 6, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25310.0, {'360082': -0.63839287, '360086': -0.3392857, 'GS_cluster_2415878664_254486231_359566_359576': -0.04910714}, {'360082': 7, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 7, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25320.0, {'360082': -0.95089287, '360086': -0.5401786, 'GS_cluster_2415878664_254486231_359566_359576': -0.26339287}, {'360082': 7, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 7, '360086': 5, 'GS_cluster_2415878664_254486231_359566_359576': 7}, 
25330.0, {'360082': -1.28125, '360086': -0.76339287, 'GS_cluster_2415878664_254486231_359566_359576': -0.67410713}, {'360082': 9, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 9, '360086': 5, 'GS_cluster_2415878664_254486231_359566_359576': 12}, 
25340.0, {'360082': -1.7633928, '360086': -0.98660713, 'GS_cluster_2415878664_254486231_359566_359576': -1.21875}, {'360082': 11, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 11, '360086': 5, 'GS_cluster_2415878664_254486231_359566_359576': 13}, 
25350.0, {'360082': -2.299107, '360086': -1.2098215, 'GS_cluster_2415878664_254486231_359566_359576': -1.8080357}, {'360082': 12, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 12, '360086': 5, 'GS_cluster_2415878664_254486231_359566_359576': 14}, 
25360.0, {'360082': -2.9330356, '360086': -1.4330357, 'GS_cluster_2415878664_254486231_359566_359576': -2.5}, {'360082': 15, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 15, '360086': 5, 'GS_cluster_2415878664_254486231_359566_359576': 17}, 
25370.0, {'360082': -2.482143, '360086': -1.65625, 'GS_cluster_2415878664_254486231_359566_359576': -1.3839285}, {'360082': 16, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 18, '360086': 5, 'GS_cluster_2415878664_254486231_359566_359576': 9}, 
25380.0, {'360082': -3.25, '360086': -1.8794643, 'GS_cluster_2415878664_254486231_359566_359576': -1.8258928}, {'360082': 19, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 19, '360086': 5, 'GS_cluster_2415878664_254486231_359566_359576': 10}, 
25390.0, {'360082': -2.8482144, '360086': -2.1205356, 'GS_cluster_2415878664_254486231_359566_359576': -2.3080356}, {'360082': 16, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 16, '360086': 6, 'GS_cluster_2415878664_254486231_359566_359576': 11}, 
25400.0, {'360082': -1.875, '360086': -2.388393, 'GS_cluster_2415878664_254486231_359566_359576': -2.9017856}, {'360082': 11, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 4}, {'360082': 12, '360086': 6, 'GS_cluster_2415878664_254486231_359566_359576': 15}, 
25410.0, {'360082': -2.0982144, '360086': -2.65625, 'GS_cluster_2415878664_254486231_359566_359576': -3.642857}, {'360082': 10, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 5}, {'360082': 11, '360086': 6, 'GS_cluster_2415878664_254486231_359566_359576': 18}, 
25420.0, {'360082': -2.486607, '360086': -2.924107, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 10, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 6}, {'360082': 10, '360086': 6, 'GS_cluster_2415878664_254486231_359566_359576': 21}, 
25430.0, {'360082': -1.90625, '360086': -3.236607, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 7, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 7}, {'360082': 8, '360086': 7, 'GS_cluster_2415878664_254486231_359566_359576': 24}, 
25440.0, {'360082': -2.21875, '360086': -3.549107, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 8, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 7}, {'360082': 8, '360086': 7, 'GS_cluster_2415878664_254486231_359566_359576': 25}, 
25450.0, {'360082': -2.638393, '360086': -3.861607, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 12, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 7}, {'360082': 12, '360086': 7, 'GS_cluster_2415878664_254486231_359566_359576': 26}, 
25460.0, {'360082': -3.2723215, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 15, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 7}, {'360082': 15, '360086': 7, 'GS_cluster_2415878664_254486231_359566_359576': 29}, 
25470.0, {'360082': -3.9419644, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 15, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 7}, {'360082': 15, '360086': 7, 'GS_cluster_2415878664_254486231_359566_359576': 18}, 
25480.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 17, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 7}, {'360082': 17, '360086': 7, 'GS_cluster_2415878664_254486231_359566_359576': 20}, 
25490.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 18, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 8}, {'360082': 18, '360086': 7, 'GS_cluster_2415878664_254486231_359566_359576': 23}, 
25500.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 20, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 8}, {'360082': 20, '360086': 7, 'GS_cluster_2415878664_254486231_359566_359576': 19}, 
25510.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 23, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 8}, {'360082': 23, '360086': 8, 'GS_cluster_2415878664_254486231_359566_359576': 22}, 
25520.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 23, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 9}, {'360082': 23, '360086': 8, 'GS_cluster_2415878664_254486231_359566_359576': 27}, 
25530.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 23, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 11}, {'360082': 23, '360086': 9, 'GS_cluster_2415878664_254486231_359566_359576': 30}, 
25540.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 20, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 11}, {'360082': 20, '360086': 10, 'GS_cluster_2415878664_254486231_359566_359576': 33}, 
25550.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 20, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 12}, {'360082': 20, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 35}, 
25560.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 20, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 12}, {'360082': 20, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 36}, 
25570.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 17, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 12}, {'360082': 17, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 38}, 
25580.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 20, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 13}, {'360082': 20, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 43}, 
25590.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 20, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 14}, {'360082': 20, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 41}, 
25600.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 20, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 14}, {'360082': 20, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 32}, 
25610.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 23, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 14}, {'360082': 23, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 38}, 
25620.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 20, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 14}, {'360082': 20, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 43}, 
25630.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 20, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 14}, {'360082': 20, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 33}, 
25640.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 20, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 11}, {'360082': 20, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 28}, 
25650.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 20, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 11}, {'360082': 20, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 35}, 
25660.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 21, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 8}, {'360082': 21, '360086': 13, 'GS_cluster_2415878664_254486231_359566_359576': 28}, 
25670.0, {'360082': -4.0, '360086': -4.0, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 21, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 7}, {'360082': 21, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 23}, 
25680.0, {'360082': -4.0, '360086': -0.64285713, 'GS_cluster_2415878664_254486231_359566_359576': -3.7767856}, {'360082': 21, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 7}, {'360082': 21, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 21}, 
25690.0, {'360082': -4.0, '360086': -0.70089287, 'GS_cluster_2415878664_254486231_359566_359576': -3.549107}, {'360082': 21, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 8}, {'360082': 21, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 20}, 
25700.0, {'360082': -4.0, '360086': -0.88839287, 'GS_cluster_2415878664_254486231_359566_359576': -2.3392856}, {'360082': 23, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 4}, {'360082': 23, '360086': 6, 'GS_cluster_2415878664_254486231_359566_359576': 14}, 
25710.0, {'360082': -4.0, '360086': -1.15625, 'GS_cluster_2415878664_254486231_359566_359576': -3.0044644}, {'360082': 23, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 5}, {'360082': 23, '360086': 6, 'GS_cluster_2415878664_254486231_359566_359576': 19}, 
25720.0, {'360082': -4.0, '360086': -1.46875, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 23, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 7}, {'360082': 23, '360086': 7, 'GS_cluster_2415878664_254486231_359566_359576': 24}, 
25730.0, {'360082': -4.0, '360086': -1.7991072, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 23, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 9}, {'360082': 23, '360086': 8, 'GS_cluster_2415878664_254486231_359566_359576': 28}, 
25740.0, {'360082': -4.0, '360086': -2.15625, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 23, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 10}, {'360082': 23, '360086': 8, 'GS_cluster_2415878664_254486231_359566_359576': 31}, 
25750.0, {'360082': -4.0, '360086': -2.513393, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 23, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 12}, {'360082': 23, '360086': 8, 'GS_cluster_2415878664_254486231_359566_359576': 33}, 
25760.0, {'360082': -4.0, '360086': -2.8705356, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 23, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 10}, {'360082': 23, '360086': 8, 'GS_cluster_2415878664_254486231_359566_359576': 30}, 
25770.0, {'360082': -4.0, '360086': -3.2276785, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 23, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 10}, {'360082': 23, '360086': 8, 'GS_cluster_2415878664_254486231_359566_359576': 31}, 
25780.0, {'360082': -4.0, '360086': -3.6294644, 'GS_cluster_2415878664_254486231_359566_359576': -4.0}, {'360082': 23, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 11}, {'360082': 23, '360086': 9, 'GS_cluster_2415878664_254486231_359566_359576': 34}, 
