25210.0, {'360082': 0.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
25220.0, {'360082': 0.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.008928572}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25230.0, {'360082': -0.017857144, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.06696428}, {'360082': 1, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 1, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25240.0, {'360082': -0.0625, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.19196428}, {'360082': 1, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 1, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 3}, 
25250.0, {'360082': 0.0, '360086': -0.0625, 'GS_cluster_2415878664_254486231_359566_359576': -0.41964287}, {'360082': 0, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 0, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 6}, 
25260.0, {'360082': -0.035714287, '360086': -0.19642857, 'GS_cluster_2415878664_254486231_359566_359576': -0.017857144}, {'360082': 2, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 2, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25270.0, {'360082': -0.125, '360086': -0.2544643, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 2, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 2, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
25280.0, {'360082': -0.30357143, '360086': -0.3794643, 'GS_cluster_2415878664_254486231_359566_359576': -0.04017857}, {'360082': 5, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 5, '360086': 6, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25290.0, {'360082': -0.5625, '360086': -0.6473214, 'GS_cluster_2415878664_254486231_359566_359576': -0.16071428}, {'360082': 6, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 6, '360086': 6, 'GS_cluster_2415878664_254486231_359566_359576': 3}, 
25300.0, {'360082': -0.33482143, '360086': -0.9464286, 'GS_cluster_2415878664_254486231_359566_359576': -0.3392857}, {'360082': 5, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 5, '360086': 7, 'GS_cluster_2415878664_254486231_359566_359576': 4}, 
25310.0, {'360082': -0.56696427, '360086': -1.2946428, 'GS_cluster_2415878664_254486231_359566_359576': -0.16071428}, {'360082': 6, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 6, '360086': 9, 'GS_cluster_2415878664_254486231_359566_359576': 4}, 
25320.0, {'360082': -0.8839286, '360086': -1.6964285, 'GS_cluster_2415878664_254486231_359566_359576': -0.2857143}, {'360082': 8, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 8, '360086': 9, 'GS_cluster_2415878664_254486231_359566_359576': 4}, 
25330.0, {'360082': -1.2767857, '360086': -2.125, 'GS_cluster_2415878664_254486231_359566_359576': -0.61160713}, {'360082': 11, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 11, '360086': 10, 'GS_cluster_2415878664_254486231_359566_359576': 11}, 
25340.0, {'360082': -1.7767857, '360086': -2.5892856, 'GS_cluster_2415878664_254486231_359566_359576': -0.94196427}, {'360082': 12, '360086': 5, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 12, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 10}, 
25350.0, {'360082': -2.3214285, '360086': -3.107143, 'GS_cluster_2415878664_254486231_359566_359576': -1.3883928}, {'360082': 13, '360086': 5, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 13, '360086': 12, 'GS_cluster_2415878664_254486231_359566_359576': 10}, 
25360.0, {'360082': -2.9598215, '360086': -3.6651785, 'GS_cluster_2415878664_254486231_359566_359576': -1.9151785}, {'360082': 15, '360086': 6, 'GS_cluster_2415878664_254486231_359566_359576': 4}, {'360082': 15, '360086': 13, 'GS_cluster_2415878664_254486231_359566_359576': 13}, 
25370.0, {'360082': -3.700893, '360086': -1.8125, 'GS_cluster_2415878664_254486231_359566_359576': -2.4955356}, {'360082': 19, '360086': 6, 'GS_cluster_2415878664_254486231_359566_359576': 4}, {'360082': 19, '360086': 7, 'GS_cluster_2415878664_254486231_359566_359576': 13}, 
25380.0, {'360082': -4.0, '360086': -0.62946427, 'GS_cluster_2415878664_254486231_359566_359576': -3.075893}, {'360082': 22, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 4}, {'360082': 22, '360086': 6, 'GS_cluster_2415878664_254486231_359566_359576': 13}, 
