25210.0, {'GS_cluster_357187_359543': 0.0}, {'GS_cluster_357187_359543': 0}, {'GS_cluster_357187_359543': 0}, 
25220.0, {'GS_cluster_357187_359543': 0.0}, {'GS_cluster_357187_359543': 0}, {'GS_cluster_357187_359543': 0}, 
25230.0, {'GS_cluster_357187_359543': 0.0}, {'GS_cluster_357187_359543': 0}, {'GS_cluster_357187_359543': 0}, 
25240.0, {'GS_cluster_357187_359543': -0.008928572}, {'GS_cluster_357187_359543': 1}, {'GS_cluster_357187_359543': 1}, 
25250.0, {'GS_cluster_357187_359543': -0.008928572}, {'GS_cluster_357187_359543': 1}, {'GS_cluster_357187_359543': 1}, 
25260.0, {'GS_cluster_357187_359543': -0.08035714}, {'GS_cluster_357187_359543': 2}, {'GS_cluster_357187_359543': 4}, 
25270.0, {'GS_cluster_357187_359543': -0.28125}, {'GS_cluster_357187_359543': 3}, {'GS_cluster_357187_359543': 6}, 
25280.0, {'GS_cluster_357187_359543': -0.66071427}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 11}, 
25290.0, {'GS_cluster_357187_359543': -1.2142857}, {'GS_cluster_357187_359543': 7}, {'GS_cluster_357187_359543': 14}, 
25300.0, {'GS_cluster_357187_359543': -1.9598215}, {'GS_cluster_357187_359543': 10}, {'GS_cluster_357187_359543': 20}, 
25310.0, {'GS_cluster_357187_359543': -1.5267857}, {'GS_cluster_357187_359543': 8}, {'GS_cluster_357187_359543': 18}, 
25320.0, {'GS_cluster_357187_359543': -0.7723214}, {'GS_cluster_357187_359543': 3}, {'GS_cluster_357187_359543': 13}, 
25330.0, {'GS_cluster_357187_359543': -0.625}, {'GS_cluster_357187_359543': 4}, {'GS_cluster_357187_359543': 7}, 
25340.0, {'GS_cluster_357187_359543': -0.18303572}, {'GS_cluster_357187_359543': 3}, {'GS_cluster_357187_359543': 7}, 
25350.0, {'GS_cluster_357187_359543': -0.48660713}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 15}, 
25360.0, {'GS_cluster_357187_359543': -0.90625}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 17}, 
25370.0, {'GS_cluster_357187_359543': -1.7589285}, {'GS_cluster_357187_359543': 11}, {'GS_cluster_357187_359543': 21}, 
25380.0, {'GS_cluster_357187_359543': -1.8392857}, {'GS_cluster_357187_359543': 10}, {'GS_cluster_357187_359543': 21}, 
25390.0, {'GS_cluster_357187_359543': -2.71875}, {'GS_cluster_357187_359543': 10}, {'GS_cluster_357187_359543': 20}, 
25400.0, {'GS_cluster_357187_359543': -2.2410715}, {'GS_cluster_357187_359543': 10}, {'GS_cluster_357187_359543': 21}, 
25410.0, {'GS_cluster_357187_359543': -3.142857}, {'GS_cluster_357187_359543': 10}, {'GS_cluster_357187_359543': 23}, 
25420.0, {'GS_cluster_357187_359543': -2.5714285}, {'GS_cluster_357187_359543': 11}, {'GS_cluster_357187_359543': 26}, 
25430.0, {'GS_cluster_357187_359543': -1.3571428}, {'GS_cluster_357187_359543': 6}, {'GS_cluster_357187_359543': 22}, 
25440.0, {'GS_cluster_357187_359543': -1.8928572}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 22}, 
25450.0, {'GS_cluster_357187_359543': -1.6116072}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 20}, 
25460.0, {'GS_cluster_357187_359543': -2.3080356}, {'GS_cluster_357187_359543': 9}, {'GS_cluster_357187_359543': 21}, 
25470.0, {'GS_cluster_357187_359543': -3.174107}, {'GS_cluster_357187_359543': 11}, {'GS_cluster_357187_359543': 26}, 
25480.0, {'GS_cluster_357187_359543': -2.982143}, {'GS_cluster_357187_359543': 10}, {'GS_cluster_357187_359543': 26}, 
