57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': -0.004464286}, {'gneJ207': 1}, {'gneJ207': 1}, 
57630.0, {'gneJ207': -0.071428575}, {'gneJ207': 1}, {'gneJ207': 2}, 
57640.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57650.0, {'gneJ207': -0.04017857}, {'gneJ207': 1}, {'gneJ207': 4}, 
57660.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57670.0, {'gneJ207': -0.13392857}, {'gneJ207': 4}, {'gneJ207': 6}, 
57680.0, {'gneJ207': -0.12946428}, {'gneJ207': 2}, {'gneJ207': 3}, 
57690.0, {'gneJ207': -0.3125}, {'gneJ207': 7}, {'gneJ207': 7}, 
57700.0, {'gneJ207': -0.58035713}, {'gneJ207': 11}, {'gneJ207': 11}, 
57710.0, {'gneJ207': -0.90625}, {'gneJ207': 14}, {'gneJ207': 14}, 
57720.0, {'gneJ207': -1.3839285}, {'gneJ207': 13}, {'gneJ207': 13}, 
57730.0, {'gneJ207': -1.6383928}, {'gneJ207': 11}, {'gneJ207': 15}, 
57740.0, {'gneJ207': -1.9866072}, {'gneJ207': 11}, {'gneJ207': 13}, 
57750.0, {'gneJ207': -2.3214285}, {'gneJ207': 12}, {'gneJ207': 14}, 
57760.0, {'gneJ207': -2.4419644}, {'gneJ207': 11}, {'gneJ207': 13}, 
57770.0, {'gneJ207': -2.705357}, {'gneJ207': 10}, {'gneJ207': 13}, 
57780.0, {'gneJ207': -2.517857}, {'gneJ207': 10}, {'gneJ207': 13}, 
57790.0, {'gneJ207': -2.0357144}, {'gneJ207': 9}, {'gneJ207': 10}, 
57800.0, {'gneJ207': -1.9375}, {'gneJ207': 7}, {'gneJ207': 8}, 
57810.0, {'gneJ207': -0.94196427}, {'gneJ207': 3}, {'gneJ207': 4}, 
57820.0, {'gneJ207': -0.38839287}, {'gneJ207': 1}, {'gneJ207': 2}, 
57830.0, {'gneJ207': -0.51785713}, {'gneJ207': 1}, {'gneJ207': 3}, 
57840.0, {'gneJ207': -0.2544643}, {'gneJ207': 3}, {'gneJ207': 5}, 
57850.0, {'gneJ207': -0.017857144}, {'gneJ207': 1}, {'gneJ207': 1}, 
57860.0, {'gneJ207': -0.0625}, {'gneJ207': 1}, {'gneJ207': 1}, 
57870.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57880.0, {'gneJ207': -0.04464286}, {'gneJ207': 1}, {'gneJ207': 3}, 
57890.0, {'gneJ207': -0.22321428}, {'gneJ207': 1}, {'gneJ207': 4}, 
