57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57630.0, {'gneJ207': -0.008928572}, {'gneJ207': 1}, {'gneJ207': 1}, 
57640.0, {'gneJ207': -0.02232143}, {'gneJ207': 1}, {'gneJ207': 1}, 
57650.0, {'gneJ207': -0.0625}, {'gneJ207': 1}, {'gneJ207': 4}, 
57660.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57670.0, {'gneJ207': -0.13839285}, {'gneJ207': 3}, {'gneJ207': 5}, 
57680.0, {'gneJ207': -0.5535714}, {'gneJ207': 7}, {'gneJ207': 14}, 
57690.0, {'gneJ207': -0.87946427}, {'gneJ207': 10}, {'gneJ207': 16}, 
57700.0, {'gneJ207': -1.6428572}, {'gneJ207': 10}, {'gneJ207': 18}, 
57710.0, {'gneJ207': -2.1160715}, {'gneJ207': 11}, {'gneJ207': 20}, 
57720.0, {'gneJ207': -2.7544644}, {'gneJ207': 13}, {'gneJ207': 26}, 
57730.0, {'gneJ207': -3.7723215}, {'gneJ207': 16}, {'gneJ207': 28}, 
57740.0, {'gneJ207': -2.9375}, {'gneJ207': 14}, {'gneJ207': 21}, 
57750.0, {'gneJ207': -3.4910715}, {'gneJ207': 13}, {'gneJ207': 23}, 
57760.0, {'gneJ207': -2.8080356}, {'gneJ207': 13}, {'gneJ207': 16}, 
57770.0, {'gneJ207': -3.25}, {'gneJ207': 14}, {'gneJ207': 21}, 
57780.0, {'gneJ207': -3.5357144}, {'gneJ207': 14}, {'gneJ207': 20}, 
57790.0, {'gneJ207': -3.5625}, {'gneJ207': 14}, {'gneJ207': 15}, 
57800.0, {'gneJ207': -3.8169644}, {'gneJ207': 13}, {'gneJ207': 14}, 
57810.0, {'gneJ207': -3.2276785}, {'gneJ207': 9}, {'gneJ207': 10}, 
57820.0, {'gneJ207': -2.5223215}, {'gneJ207': 6}, {'gneJ207': 8}, 
57830.0, {'gneJ207': -1.5089285}, {'gneJ207': 4}, {'gneJ207': 6}, 
57840.0, {'gneJ207': -0.6964286}, {'gneJ207': 2}, {'gneJ207': 3}, 
57850.0, {'gneJ207': -0.8125}, {'gneJ207': 4}, {'gneJ207': 5}, 
57860.0, {'gneJ207': -0.125}, {'gneJ207': 2}, {'gneJ207': 2}, 
57870.0, {'gneJ207': -0.25}, {'gneJ207': 5}, {'gneJ207': 5}, 
57880.0, {'gneJ207': -0.5223214}, {'gneJ207': 5}, {'gneJ207': 8}, 
57890.0, {'gneJ207': -0.19196428}, {'gneJ207': 2}, {'gneJ207': 2}, 
57900.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57910.0, {'gneJ207': -0.04017857}, {'gneJ207': 1}, {'gneJ207': 1}, 
57920.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57930.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57940.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57950.0, {'gneJ207': -0.02232143}, {'gneJ207': 1}, {'gneJ207': 1}, 
57960.0, {'gneJ207': -0.102678575}, {'gneJ207': 2}, {'gneJ207': 3}, 
57970.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57980.0, {'gneJ207': -0.004464286}, {'gneJ207': 1}, {'gneJ207': 1}, 
57990.0, {'gneJ207': -0.116071425}, {'gneJ207': 2}, {'gneJ207': 3}, 
