57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57630.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57640.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57650.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57660.0, {'gneJ207': -0.026785715}, {'gneJ207': 1}, {'gneJ207': 2}, 
57670.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57680.0, {'gneJ207': -0.04464286}, {'gneJ207': 3}, {'gneJ207': 3}, 
57690.0, {'gneJ207': -0.21875}, {'gneJ207': 5}, {'gneJ207': 5}, 
57700.0, {'gneJ207': -0.32142857}, {'gneJ207': 7}, {'gneJ207': 9}, 
57710.0, {'gneJ207': -0.4642857}, {'gneJ207': 5}, {'gneJ207': 7}, 
57720.0, {'gneJ207': -0.44642857}, {'gneJ207': 4}, {'gneJ207': 5}, 
57730.0, {'gneJ207': -0.70089287}, {'gneJ207': 5}, {'gneJ207': 7}, 
57740.0, {'gneJ207': -0.62946427}, {'gneJ207': 3}, {'gneJ207': 6}, 
57750.0, {'gneJ207': -0.4375}, {'gneJ207': 2}, {'gneJ207': 3}, 
57760.0, {'gneJ207': -0.59821427}, {'gneJ207': 2}, {'gneJ207': 4}, 
57770.0, {'gneJ207': -0.41964287}, {'gneJ207': 1}, {'gneJ207': 4}, 
57780.0, {'gneJ207': -0.47767857}, {'gneJ207': 1}, {'gneJ207': 2}, 
57790.0, {'gneJ207': -0.22321428}, {'gneJ207': 1}, {'gneJ207': 1}, 
57800.0, {'gneJ207': -0.26785713}, {'gneJ207': 1}, {'gneJ207': 1}, 
57810.0, {'gneJ207': -0.08928572}, {'gneJ207': 5}, {'gneJ207': 5}, 
57820.0, {'gneJ207': -0.16964285}, {'gneJ207': 3}, {'gneJ207': 3}, 
57830.0, {'gneJ207': -0.09375}, {'gneJ207': 1}, {'gneJ207': 1}, 
57840.0, {'gneJ207': -0.05357143}, {'gneJ207': 1}, {'gneJ207': 2}, 
57850.0, {'gneJ207': -0.24107143}, {'gneJ207': 3}, {'gneJ207': 5}, 
57860.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
