57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57630.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57640.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57650.0, {'gneJ207': -0.071428575}, {'gneJ207': 1}, {'gneJ207': 5}, 
57660.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57670.0, {'gneJ207': -0.125}, {'gneJ207': 4}, {'gneJ207': 6}, 
57680.0, {'gneJ207': -0.116071425}, {'gneJ207': 3}, {'gneJ207': 3}, 
57690.0, {'gneJ207': -0.2857143}, {'gneJ207': 6}, {'gneJ207': 7}, 
57700.0, {'gneJ207': -0.375}, {'gneJ207': 8}, {'gneJ207': 12}, 
57710.0, {'gneJ207': -0.80803573}, {'gneJ207': 12}, {'gneJ207': 15}, 
57720.0, {'gneJ207': -1.3258928}, {'gneJ207': 11}, {'gneJ207': 15}, 
57730.0, {'gneJ207': -1.8928572}, {'gneJ207': 11}, {'gneJ207': 18}, 
57740.0, {'gneJ207': -2.5223215}, {'gneJ207': 11}, {'gneJ207': 19}, 
57750.0, {'gneJ207': -2.169643}, {'gneJ207': 12}, {'gneJ207': 13}, 
57760.0, {'gneJ207': -2.2901785}, {'gneJ207': 11}, {'gneJ207': 14}, 
57770.0, {'gneJ207': -2.2410715}, {'gneJ207': 8}, {'gneJ207': 13}, 
57780.0, {'gneJ207': -2.482143}, {'gneJ207': 7}, {'gneJ207': 14}, 
57790.0, {'gneJ207': -2.424107}, {'gneJ207': 6}, {'gneJ207': 12}, 
57800.0, {'gneJ207': -1.6741072}, {'gneJ207': 3}, {'gneJ207': 9}, 
57810.0, {'gneJ207': -1.3125}, {'gneJ207': 3}, {'gneJ207': 8}, 
57820.0, {'gneJ207': -0.2857143}, {'gneJ207': 1}, {'gneJ207': 1}, 
57830.0, {'gneJ207': -0.0625}, {'gneJ207': 1}, {'gneJ207': 2}, 
57840.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57850.0, {'gneJ207': -0.08928572}, {'gneJ207': 4}, {'gneJ207': 4}, 
57860.0, {'gneJ207': -0.3125}, {'gneJ207': 5}, {'gneJ207': 5}, 
