57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57630.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57640.0, {'gneJ207': -0.04464286}, {'gneJ207': 1}, {'gneJ207': 2}, 
57650.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57660.0, {'gneJ207': -0.09821428}, {'gneJ207': 2}, {'gneJ207': 5}, 
57670.0, {'gneJ207': -0.15178572}, {'gneJ207': 2}, {'gneJ207': 3}, 
57680.0, {'gneJ207': -0.4732143}, {'gneJ207': 5}, {'gneJ207': 13}, 
57690.0, {'gneJ207': -0.2857143}, {'gneJ207': 8}, {'gneJ207': 8}, 
57700.0, {'gneJ207': -0.4955357}, {'gneJ207': 7}, {'gneJ207': 10}, 
57710.0, {'gneJ207': -0.6160714}, {'gneJ207': 6}, {'gneJ207': 7}, 
57720.0, {'gneJ207': -0.99553573}, {'gneJ207': 10}, {'gneJ207': 10}, 
57730.0, {'gneJ207': -1.4151785}, {'gneJ207': 11}, {'gneJ207': 14}, 
57740.0, {'gneJ207': -1.6116072}, {'gneJ207': 10}, {'gneJ207': 11}, 
57750.0, {'gneJ207': -1.5535715}, {'gneJ207': 8}, {'gneJ207': 10}, 
57760.0, {'gneJ207': -1.9553572}, {'gneJ207': 9}, {'gneJ207': 11}, 
57770.0, {'gneJ207': -2.1651785}, {'gneJ207': 10}, {'gneJ207': 14}, 
57780.0, {'gneJ207': -2.3973215}, {'gneJ207': 9}, {'gneJ207': 16}, 
57790.0, {'gneJ207': -3.1026785}, {'gneJ207': 10}, {'gneJ207': 17}, 
57800.0, {'gneJ207': -2.7098215}, {'gneJ207': 13}, {'gneJ207': 13}, 
57810.0, {'gneJ207': -2.205357}, {'gneJ207': 11}, {'gneJ207': 11}, 
57820.0, {'gneJ207': -1.6875}, {'gneJ207': 8}, {'gneJ207': 9}, 
57830.0, {'gneJ207': -2.125}, {'gneJ207': 8}, {'gneJ207': 10}, 
57840.0, {'gneJ207': -1.4419643}, {'gneJ207': 9}, {'gneJ207': 9}, 
57850.0, {'gneJ207': -1.2098215}, {'gneJ207': 7}, {'gneJ207': 8}, 
57860.0, {'gneJ207': -0.99553573}, {'gneJ207': 5}, {'gneJ207': 9}, 
