57610.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57620.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57630.0, {'gneJ207': 0.0}, {'gneJ207': 0}, {'gneJ207': 0}, 
57640.0, {'gneJ207': -0.013392857}, {'gneJ207': 1}, {'gneJ207': 1}, 
57650.0, {'gneJ207': -0.071428575}, {'gneJ207': 1}, {'gneJ207': 5}, 
57660.0, {'gneJ207': -0.21428572}, {'gneJ207': 3}, {'gneJ207': 6}, 
57670.0, {'gneJ207': -0.4642857}, {'gneJ207': 3}, {'gneJ207': 8}, 
57680.0, {'gneJ207': -0.75446427}, {'gneJ207': 4}, {'gneJ207': 9}, 
57690.0, {'gneJ207': -1.1741072}, {'gneJ207': 5}, {'gneJ207': 11}, 
57700.0, {'gneJ207': -0.52678573}, {'gneJ207': 3}, {'gneJ207': 5}, 
57710.0, {'gneJ207': -0.84821427}, {'gneJ207': 4}, {'gneJ207': 11}, 
57720.0, {'gneJ207': -0.22321428}, {'gneJ207': 6}, {'gneJ207': 7}, 
57730.0, {'gneJ207': -0.65625}, {'gneJ207': 10}, {'gneJ207': 15}, 
57740.0, {'gneJ207': -0.7098214}, {'gneJ207': 10}, {'gneJ207': 12}, 
57750.0, {'gneJ207': -1.1964285}, {'gneJ207': 10}, {'gneJ207': 12}, 
57760.0, {'gneJ207': -1.40625}, {'gneJ207': 11}, {'gneJ207': 12}, 
57770.0, {'gneJ207': -1.8258928}, {'gneJ207': 13}, {'gneJ207': 15}, 
57780.0, {'gneJ207': -2.1964285}, {'gneJ207': 12}, {'gneJ207': 15}, 
57790.0, {'gneJ207': -2.0669644}, {'gneJ207': 12}, {'gneJ207': 13}, 
57800.0, {'gneJ207': -1.6383928}, {'gneJ207': 8}, {'gneJ207': 10}, 
57810.0, {'gneJ207': -1.3526785}, {'gneJ207': 5}, {'gneJ207': 7}, 
57820.0, {'gneJ207': -0.75446427}, {'gneJ207': 3}, {'gneJ207': 5}, 
57830.0, {'gneJ207': -0.29910713}, {'gneJ207': 1}, {'gneJ207': 2}, 
57840.0, {'gneJ207': -0.4642857}, {'gneJ207': 5}, {'gneJ207': 6}, 
57850.0, {'gneJ207': -0.30357143}, {'gneJ207': 4}, {'gneJ207': 6}, 
57860.0, {'gneJ207': -0.29910713}, {'gneJ207': 2}, {'gneJ207': 3}, 
